contents,sentiment,votes,againsts
看把二楼骄傲的[大笑],0.9815456989490403,0,0
不是无知者无畏，人本能的都会怕黑，怕走小路，知道这不安全。<br>这些人都是被网上那些虚假文章忽悠的。。。,0.981513743819715,0,0
广西飞车裆来到广东不是偷来就是抢，广东人给广西人的评价还是很中肯的。,0.9814867030319228,3,0
广西飞车裆来到广东不是偷来就是抢，广东人给广西人的评价还是很中肯的。,0.9814867030319228,6,0
女人得学会保护自己，特别是不要单独去陌生的地方,0.9812783478235203,0,0
我估计这样的制度真推出的话有百分之八十以上的人会举手支持！,0.9806222438886012,2,0
女大学生的关注度就是高。要是男的，新闻都懒得报道。,0.9804583175090534,2,0
死者安息～杀人者尝命！,0.9801868943397316,0,0
好像说的开放色情性服务行业就会变得很好一样，人渣永远是人渣，他们喜欢强迫女性的感觉，你让他花钱去合法的，你以为他会愿意？再比如米国合法，这种事的概率比中国只多不少吧？美国出的留学生失踪事件还少么，你们咋不说米国男多女少性服务不开放了？,0.9801817998465899,2,0
女的受法律严格保护,0.9801797031508045,1,0
呵，找人背锅一流。各地都有流动人口，怎么就你们犯罪率高?,0.9800576974812589,5,0
嘿嘿，以前广州人民南状元坊有个长毛，专门晚上出来骚扰男性路人[疲惫],0.9797113949489402,0,0
每次发生这种事情，不是谴责加害人，而是地域攻击就是性别攻击。。。真是遗憾、,0.9794282724273969,2,0
现在你们上海滩不好玩咯[窃笑],0.9793856106543433,1,0
某朝治安宇宙第一呵呵呵,0.9789429278414733,0,0
可怜的孩子，家庭的破碎，国家的损失愿天堂没有痛苦[不屑],0.9789356960883501,0,0
我们这个国家官方媒体报道还是很安全的，但是都不是火星下来的，要知道实际情况，国家很安全，社会很和谐，个人出行要小心,0.9789229170147266,0,0
如果杀人犯是黑龙江齐齐哈尔人，整个东北都要背锅。,0.9787667794447441,5,0
犯罪者必将得到严惩！愿你在天堂得到安息,0.978459970003984,1,0
这个世界对女孩子太不善良,0.978285332913476,1,0
杀人偿命，一条烂命也不足以姑息,0.978227738554238,0,0
独行女生成高危人群了,0.9781830730910551,0,0
现在跨省打工 犯罪率太高 户籍制度真是好,0.9780920403004438,2,0
死刑并不能震慑歹徒，只能让他们更铤而走险而已，基础的法律概念,0.9780577065591892,1,0
你会被喷子称为“英雄”[狗],0.9780429389413997,1,0
可悲的中国人，哪个地方都有犯罪，就因为这个公告就开始地域,0.9780350262864821,0,0
心生邪念，是犯罪的来源,0.9779755136870426,1,0
异形脑壳 蒜头鼻 翻嘴巴 眼睛像毒蛇 这些都是病毒多的特征。妇科病也是一样的原理。这是21世纪重要发现,0.9777891987403889,0,0
加强年轻女性安全教育,0.9769194889454984,0,0
好！大快人心！,0.976585184844163,0,0
现在破案速度真的好快[大笑],0.9755432169073442,1,0
毕竟，扫黄打非很容易。多生儿子也重要。可怜了这些女孩子，成了牺牲品。,0.975532520431806,1,0
东莞辉煌时那有这么多这类事件啊,0.9753135879841623,0,0
恐龙？,0.9749999999999999,0,0
刚看完新闻这么快就抓到嫌疑人了。一定要查出真相,0.9749860062543054,0,0
我艹，这样你都能骂国人，貌似老外更喜欢特立独行吧，这样的事情国外也有吧,0.9749714557999934,0,0
女孩不要独自外出，色狼太多,0.9745107782835584,1,0
继续禁快播啊，继续扫东莞啊，看，出了那么多事了吧,0.9744882301835258,0,0
旅旅游闯一闯可以，和朋友同学结伴同行会好很多,0.9741674409135429,0,0
我大学附近有个公园那可是臭名昭著的地方，我们大学生很多都不敢独自去。,0.9740484583070143,0,0
我认为是法律没有震撼住他们,0.9738776150255593,0,0
主要是你那边没有三十年前发达。要是辽宁经济全国第一。太多有前科人员在你家附近转悠。你可能也会支持这种思维方式,0.9733649810587096,0,0
知道为什么叫日吗？因为本字是入，就是插入(升职器)的意思。古代山东地区的骂人口头禅是入女良贼、入汝女娘(意即现代的草尼马)，但由于古代山东一带的人说入的发音和日字很相似，发音几乎一样，慢慢地就由日字变声代替了入字，变成了日女良贼、或日你女娘。这是说文解字正解，历史语言学论述，不要喷。,0.9725044986257959,0,0
对这个家庭来说真是灾难。,0.9724793258917236,0,0
院士浙江不少，江苏大富豪和院士基本苏北占过半。,0.9722537116887179,0,0
06年毕业后实习，刚好遇到工厂招工。领导说，荷兰，光系，东倍的举手。很多人举手了，然后这些人直接不要。。那时候还不知道为什么，问了别人才知道.,0.9722000758890903,1,0
论出人才江浙加起来不如一个山东，看看人家的现役将军和高官大佬有多少吧,0.9719513163211119,5,1
希望国家多扫扫黄，让强奸无处遁身,0.9713829796035871,0,0
为警察叔叔点赞,0.9711807647915518,2,0
我特别喜欢看记者采访老外说中国安全系列,0.9711359584603877,3,0
必须得管了。犯过事的，就在老家待着，别让这帮孙子出来祸害别人。,0.9710594935810254,1,0
沙发，心痛，为了钱财吗？,0.9710024209473747,0,0
这就是扫黄后的后遗症，社会男女失调，又无处发泄！哎！可怜的社会,0.970915599509976,2,0
希望国家重、视有前科的人员，只允许呆在户口所在地的社区村委，只有正当的人才能出门,0.9708446359334192,2,0
生命可贵,0.970301625269759,0,0
当年谁把日本人放进来的，还当年呢，你永远活在过去？,0.9701456313899532,9,0
解你老木的恨，为什么会有强奸犯？还不是你们种下的祸根，怪谁呢？,0.9697800347281598,0,0
谋杀？那海航呢！,0.9696368388746233,0,0
扫黄导致强奸杀人案愈来愈多，为此，应该向失足妇女颁发营业执照，给失足妇女一个养家活口的就业机会，同时也可以减少强奸杀人案的发生。,0.9693957312786631,2,0
唉，让人心痛啊！……[不屑][不屑][不屑],0.9693098315229682,20,0
很多抢劫犯都想不到自己会杀人[大哭],0.9691868764201483,3,0
造成狼多肉少的年代，這是独生子女政策的具体受害者，真是罪过。,0.9691609485604684,1,0
这帮人在浙江犯得案件还少吗？,0.9679694259671824,0,0
杭州警方不错!赞👍。自从七十码事件发生被广大舆论痛骂以后，杭州警方进步了不少，换作别的地方，可能一句“符合高坠”，自杀身亡，就他妈应付了。,0.9679159360890477,2,0
如果你漂亮，的确是很危险的。如果你丑，估计能吓退百万雄师[大笑],0.9678250215836607,0,0
姑娘一路走好,0.9676035779113876,0,0
王八蛋。凌迟处死这个王八蛋,0.9674716359511762,1,0
回到春秋战国,0.9674272249584278,1,0
川普这种哪哪优先的毒奶粉,0.9669338156532772,0,0
本人也建议浙江建立边境，不会影响经济发展，看看新加坡。,0.9665480689780495,2,0
难道不该狠狠管理一下吗？那种放任流动人口的东郭先生式思维才是当下最应当反思的！！,0.9663781067405908,1,0
18岁时独自逛过西湖灵隐那边景区，然后迷路了，晚上七八点才摸回家，还是上了一辆载有好几个男人的出租车😓回到家时外公听我说完还说我遇事冷静，其实是没遇到坏人[不屑],0.9659093317638169,1035,3
爱就是一个疯子不经意许下的承诺、被一个傻子守护了一辈子,0.9655313798973046,0,0
为什么受伤的总是浙江？,0.965470057543581,2,0
那是你长得丑，长得好看点命早没有了。,0.964968421834474,2,0
灵隐寺这样的佛教圣地都出命案，真的令人不寒而栗！,0.9647065945688893,0,0
其实如果别人都不守规矩的时候你也一样没有活路，你所做的就是在别人守规矩的时候你利用人与人之间的信任默契干点破坏规矩的事，和老鼠差不多,0.9645823934867562,0,0
看看这个江北人又对号入座了，奇葩物种,0.9639189071615566,0,0
破案神速👍🏻近年对女性的侵害案越来越多不知道是为什么？,0.9638827660826647,0,0
孔子，儒家思想才是毒害人心的,0.9637376887923421,1,0
痛心……做家长的怎么受得了哦,0.9635425349284733,0,0
呵呵呵呵呵呵呵呵呵呵,0.9625528274589342,0,0
把罪犯活剐都不解恨,0.9623297396572261,0,0
哎～社会！<br>人性！,0.9620163622658277,0,0
嘿，Fuckfack，你有多漂亮？你要是18岁，再丑我蒙着头都敢上，不分男女。年轻就是美。[狗],0.9617168724264955,0,0
希望有后续报道，进一步了解真相。,0.9616800453384889,0,0
独自出行需谨慎,0.9616042283240454,0,0
前几天还有人猜测说，玩自拍失足，没有证据任何事都不要瞎猜测，这种说法让人家父母多伤心,0.9615526752098801,0,0
呵呵→_→被人家虐几千年了，你有那能力反抗拿？现在虐你们比三过时更容易！看看历来治理广东的浙江的都是那里人！,0.961245637595371,0,0
地域黑，别有用心的开始挑事，坐等看戏[大笑],0.9610619822975777,0,0
自古杀人偿命,0.9609806921447581,1,0
我也觉得卖淫嫖娼的前科没有社会危害。,0.9600556062570907,0,0
叹息,0.96,0,0
山路打车难，可能人家也是好心，看我一个女孩子打不到车带一路,0.9598519125166316,0,0
双手抱头，蹲下🔫,0.9591698153050517,0,0
可惜了，优秀的小姐姐,0.9590088939734766,0,0
先从网易最近一个月报道的开始，看看是不是广西最多？那我先说，广西人奸杀十岁卖百香果的女孩子是网易报道过的！,0.9590010046536692,0,0
和谐社会被你这一说危机四伏啊！那我们主义价值观优越性假的了！,0.9583824426786385,0,0
治安最好的国家，怕个毛[大笑][大笑][大笑][大笑],0.9583032971172772,0,0
你错了，犯罪不会因为以前是否有前科而去犯罪，而是当时有没有犯罪意图，相反有些人犯罪潜逃后还发家致富了,0.9582957088215893,0,0
朋友，就目前来看就是现在所谓的户籍制度把一大部分外来人口边缘化的。按你的想法难不成把有前科的人弄个集中营全不圈起来？？？,0.9580291608845871,2,0
运气好，好人一生平安！,0.9575983456220211,3,0
这么优秀的女孩，可惜了,0.9575071709552855,0,0
不管啥事，只要一曝光，这效率就堪称神速,0.9574073724943769,0,0
在国外住的时间久，防范意识变得薄弱了,0.9572529211837961,0,0
没有受过良好教育的人不能进入城市生活。,0.9571301644377989,0,0
好惋惜,0.9570916656420351,0,0
哎！又一个鲜活的生命,0.9566920673548303,0,0
别的不说 有恋童癖、强建前科的就应该终生携带电子镣铐 毕竟狗改不了吃屎[狗],0.9563895176013282,0,0
k k k,0.9563024306917736,0,0
治安形势严峻！,0.9563024306917736,35,0
是不是约见网友？女孩子涉世未深勿轻易信人。,0.9558279154055912,1,0
哥们，为什么抢劫会被重判？<br>因为一开始只是抢劫钱，遇到被害人反抗，很容变成杀人案。<br>初衷也是为了钱，最后杀了人.....<br>我觉得有前科的，最好还是远离,0.955415183322091,2,0
在中国14亿人口、犯罪人员还是很少的、还是挺安全的。只是其个人渣而已,0.9553636272029232,0,0
天呐，连宗教圣地都不再安全了,0.9548470452218386,1,0
每次看到这种新闻都觉得好痛心,0.9548152074585627,0,0
一声叹息！走好,0.9545368185366291,0,0
坏人当道，好人遭殃,0.9539057774713678,0,0
敬畏生命,0.9537783201260276,0,0
同意楼上，要不你们家族女性先做出牺牲？,0.953676311691893,1,2
年底了，提高警惕，注意安全，生命可贵，仅有一次,0.9535566544566377,1,0
24岁的杀人犯！我不想知道你的过去有多惨！我只要你偿命！,0.9531858061492643,1,0
《暗数杀人》有些人杀人就像车祸 很随机的,0.9529261900396109,0,0
浙江占了天时地利而已，过些年指不定都往内地跑[挨揍],0.9527893120197692,1,1
心痛！！！！这个世界对女同胞并不善良！！,0.9526849813735707,0,0
不知道你这个哗众取宠的评论有何实际意义？是显示你浙江地域的高大上还是你思想的特立独行？,0.9526768665675831,0,0
来一场身体的旅行,0.9523385359397621,0,0
哎，坏人就在你我身边，提高警惕，保护自己！,0.9521228533625945,1,0
其实社会上不安好心的人，很难识别，古语说得好，害人之心不万事有，防人之心不可无。,0.9518606111130166,0,0
精虫上脑，祸害无穷,0.9516970520797516,1,0
无稽之谈，好像说的开放色情性服务行业就会变得很好一样，人渣永远是人渣，他们喜欢强迫女性的感觉，你让他花钱去合法的，你以为他会愿意？再比如米国合法，这种事的概率比中国只多不少吧？美国出的留学生失踪事件还少么，你们咋不说米国男多女少性服务不开放了？,0.9516696283133418,10,0
有个人渣表哥，我妈娘家那边的，广西玉林，早几年拦车抢劫并强奸受害者，后面判了十几年。这种人渣亲戚我是建议枪毙的！,0.951420730037633,0,0
凭乜？杀人？一命填一命吧！,0.9509834546061896,0,0
日本治安不错，那次京都旅游半夜出门买东西，感觉很安心。,0.9507414147139542,0,0
坐飞机有机会出事，你是否一辈子不坐飞机。一个人大白天去逛灵隐寺，谁想到会出事?难道永远不要独自上街?,0.9504457775558701,1,0
非金融犯罪前科呢？,0.9504250328366901,0,0
杀人犯还想讲平等？,0.9502897703878765,13,0
浙江到东北要饭？？你还能再编的像样点吗？瑞典人现在无所不能了吗？还有你一个扬州打工的瑞典人有什么资格这么说,0.9501378875829802,4,0
一天到晚扫黄，嘿嘿，看吧，不给正常的发泄渠道，以后这种越来越多。,0.949085566832152,0,0
一天到晚扫黄，嘿嘿，看吧，不给正常的发泄渠道，以后这种越来越多。,0.949085566832152,0,0
一天到晚扫黄，嘿嘿，看吧，不给正常的发泄渠道，以后这种越来越多。,0.949085566832152,1,0
操，为什么会频繁的出现这种案件？,0.9490818217216529,10,0
心头巨石落下咯？[狗],0.9490288958564197,1,0
唉，可怜了这么好的孩子，父母怎么过,0.9481388830828494,0,0
在浙江经济发达，流动人口稠密，肯定要加强管理，尤其夹杂着一些不稳定因素人员[微笑],0.947710818627387,0,0
培养一个留学生多难呀，就被你这个败类给害死,0.9475521331089527,1,0
包容的是正常人，不是广西强碱犯,0.9474580239981644,1,0
戴脚环,0.9474293900723545,0,0
广西金嗓子,0.9473776454275216,0,0
[疲惫][疲惫][疲惫][疲惫],0.9464300889519939,0,0
很多女孩子活着全靠运气，有很多危险只要稍微注意，就可以避免,0.946403295003734,1,0
什么叫不能让他随意流动？他爬山，逛公园，看电影算随意流动不？你这官腔和不许恶意做空一个德性！,0.9461341683073278,9,0
女孩子👧，真的要带一些防狼的东西，喷雾器不错辣眼睛,0.9454499030541684,18,0
警方通报：犯罪嫌疑人熊某、男、24岁、广西人。你怎么说不一定是广西人？你是警察？我想你就是广西人,0.9449014480475983,7,0
养个女儿好危险啊,0.9445580776042776,0,0
愿世者安息！生者节哀🙏,0.9437063915534415,0,0
东北流窜犯很多在浙江打工的,0.943559240314056,1,0
[狗]清朝是最安全的地方，这一定是美的的阴谋[喷水],0.9422504405542076,3,0
都是网络媒体灌输的诱惑太多惹的祸！,0.9410701077801775,0,0
灭绝人性,0.9406553941202088,0,0
左拥右抱当大官<br>光棍无依自撸翻<br>薄衣馊食逢绝路<br>痛快一把德靠边,0.9405699275668058,0,0
有错吗？还别不爱听，就该进行筛选制，和外来人员积分管理制一样，危险分子就该被遣返回原籍地生活，不然人口密度大的一些城市就会治安管理难度太大,0.9395541762263573,2,0
就是，美国人人有枪，极度自由也不过如此。,0.9389855802279076,1,0
可怜的孩子，一路走好,0.9387013260438277,0,0
夜跑都会带一瓶辣椒喷雾，很小一瓶，对付两三个歹徒，保命足够。天天跑步锻炼，逃命还跑不过歹徒那就白练啦,0.9370234430496184,0,0
没有土狗陪伴 出门都不安心,0.9369141147495762,0,0
以前还报下别的地方人，最近看的杀人案报道，广西人比例也太高了吧~,0.9365346071430176,1,0
我还是想说一下生命最重要真遇到歹毒之徒能活下去是第一，其它放弃吧,0.9350121941229984,1,0
那个嫌疑人一直在贴吧里说喜欢这个女生,0.934829349151372,0,0
不要单独去公园，景区,0.9347112731743944,0,0
清理公园行动要展开！,0.9344624152558965,0,0
社会太乱，什么人都有，女孩子要学会自己保护自己,0.9341970997986194,2,0
强奸杀人犯千刀万剐不解恨,0.9339647516287475,0,0
我以为是意外,0.9333333333333333,0,0
呆比越说越梦幻！比弗利山庄是你呆的？真有你说的情况，那就不会是加州房价最贵之处了！<br>也不想想为何央视一帮满嘴和成千上万2袋们前赴后继扎堆在那边，人家命比你贱？,0.9332798320401406,2,0
浙江最近发生的女生被害案件，老人被打案件，滴滴打车被害案件，一件件都是外省人作案，对浙江本地人的神经的确影响很大。网名只是没有地方发泄而用错词，并不是地域歧视，只是希望有关部门能加强一下外来人口的管理。,0.9332775980809145,0,0
广西贫穷教育落后，只生不养，全国各地犯事的广西能进前三,0.9330431246475308,1,0
随机，少人的地方还是不要独自一人。,0.9314497452777395,0,0
中国女人就是世界公交车，到处乱跑,0.9314201221337406,1,0
浙大 女 大学生 去掉这些关键字，还会有多少人关注？,0.9311334936873478,1,0
为什么这么多这种恶性案件,0.931055858172417,0,0
异形脑壳 蒜头鼻 翻嘴巴 眼睛像毒蛇 这些都是病毒多的特征。妇科病也是一样的原理 这是21重要发现,0.9302450701899762,0,0
这样的结果很心痛！,0.9298592522757672,0,0
治安总体还是好的。你就别因为一件偶发事件否定杭州的治安了。,0.9292595484312136,1,0
你身边的人，杀死你。,0.9289817329536868,1,0
失独父母生不如死！,0.9287296617947828,10,0
这种事要广为宣传，让更多女性提高防范意识。,0.9285716764741047,0,0
惋惜,0.9285714285714286,0,0
吃狗肉吃多了失去人性了！[暴怒][不屑]现人没了人性，可低级动物对高级动物的忠诚一然如初没有变[石化][不屑][暴怒],0.9285624139441657,1,0
你应该生在朝鲜,0.9278509963628935,18,0
广西的死🐒太TM暴力了,0.9276944570630724,2,0
原来以为社会很进步所以很安全,0.9274093194631279,0,0
专挑学生下手的人，不知是怎么想的。,0.9272697710656213,0,0
所以说对犯罪分子还是直接毙了的好，8-90年代偷个变压器就是死刑，一下子国家的用电安全就有保障了……不然野外的电线全给你偷了！[大笑],0.9267577420213097,1,0
以前也经常爬北高峰啊那些西湖群山，但是居然有这种人渣会对一个单女子下手，简直是……[大哭]，看来杭州治安要严打了,0.926704067927017,1,0
国家不开放户籍，外地人即使勤劳工作，也是居无定所，没任何福利，生活也没任何保障，跟当地人对比，这种心理反差太大，犯罪率高是非常正常的事情,0.92514852253355,4,0
你一个大小伙子怕啥[窃笑],0.9239428033576931,0,0
窃格瓦拉，你怎么跑东莞去偷电动车了。[大笑],0.92377773685658,0,0
嗯，盗亦有道,0.9228413391260409,0,0
杀人的时候想一想，自己的命也就还有几天可活,0.9228107491509505,1,0
太可惜了，年轻人办事欠思考。,0.9226766633148235,1,0
请用你的弱智对比一下法律上的剥夺政治权利终身,0.9212489365025806,2,0
这世道啊。。。不安全啊，年轻漂亮的女人都是原罪啊,0.9207368280747742,0,0
丫！家人肯定悲痛万分，一个小姑娘，去爬山。见没人，应该回头走。现在有的景区，人烟稀少。犯罪分子，又多。有天，和宝爬山。看见一人鬼鬼随随，上山路没人，一看不对，拉着小孩，往回走了。真是见机行事，坏人无处不在。,0.9202730515863945,2,0
你限制个几把，从开天辟地以来就有偷，抢的行为，上帝造人都是这样做的啦，懂不懂废柴,0.9202502890806519,3,0
尤其是广西安徽这些地区、罪恶的人特别多！,0.9200369240077761,10,0
佛山这边也是，公园角落，经常有些单身女子在玩手机，有些还是厂妹，我也搞不懂，如果喜欢一个人静，可以选一些安全点的地方，大晚上，公园里没人的角落，说真的，我都替她们担心！,0.91951011988961,0,0
我期待美帝给老子发枪,0.9187963370589919,0,0
查明真相，严惩凶手……,0.9184264543819455,0,0
某人不作为，老百姓遭殃,0.917438038304282,0,0
还没有进化完善,0.9172191490033048,0,0
心痛，枪毙好了,0.9169346069367883,0,0
萨比的是你,0.9166666666666667,1,0
命不好[鄙视][微笑][大笑][大哭][窃笑][疲惫][晕][色色][狗],0.9163639399974298,0,0
愿天堂没有杀人犯。。。,0.9162262574321656,1,0
3000万光棍啊  如果1%的罪犯是多少  自己想,0.9157503806473662,0,0
天气暖了准备去新疆游,0.9156043931536941,0,0
天真，性工作合法就没强奸犯了？这是找不到鸡了吗？这尼码是50块都舍不得掏的纯吊丝，穷凶极恶。,0.9154486957539187,0,0
果然是南京法官的人啊！,0.9149326664807091,10,0
如果是因被性侵而遇害。鉴于近年隔三差五就出这样的事情，掌柜的应该好好反省，究竟是堵还是疏更现实。,0.9134906634335954,2,0
有些个妇人，以为自个本事大，有魄力，动不动还瞧不起男人，不听劝告，自以为是，自以为有个性，有思想，经常更行夜走，只身游山走穴，访友会朋，出事迟早的事。养了这种不听劝的女儿还真是浪费粮食。这类还真不值得同情。,0.9127178589527654,20,1
桂林人就是没有大城市的人品好，周立齐老师你还收徒弟么？[大笑][大笑]90秒修电车的技术不能失传啊！,0.9115718956460688,0,0
你好坏哦，我好喜欢[微笑],0.911493206753241,0,0
社会失业率高了，以后社会<br>越来越乱,0.91144859562506,1,0
这是一个人的命！可惜了,0.9108405334707459,0,0
王八蛋玩意，女孩的父母得多伤心,0.9104942209898189,0,0
太可恶了，最邪恶的果然是人心,0.9101910306110739,0,0
天堂空荡荡，恶魔在人间。,0.9098527720905627,0,0
扫干净了，默哀！,0.9097865247734194,1,0
哎 这让逝者的家人怎么活啊？没说明为什么杀人么？,0.9097754737854342,0,0
中国是全世界最安全的国家,0.9097454141457549,1,0
本人也外地人，，感觉一楼说的对，偷抢案件100%是外来人员，其他案件不清楚。,0.9096974857681973,0,0
这样女孩子太单纯……,0.9096284729220941,1,0
病态的社会,0.9093058122333271,1,0
有效率!,0.9090909090909091,0,0
流浪汉劫财劫色呗还有啥[大哭],0.9090669187658562,0,0
想法是美好的,0.9090357245783177,0,0
啥意思？夜跑的多了去，意外也多了去[狗],0.9077026176327877,0,0
一声叹息,0.9068604244381956,1,0
新闻联播害死人呀，天天吹嘘咱是最幸福最安全的国家。,0.9065017145206642,2,0
广西省！破案很急啊,0.9060570211569392,0,0
浙江男人一般都直接骑在女人身上，把人手给打骨折。,0.9053350783760575,2,0
害命就这么有意思？,0.9038025551090946,0,0
那又怎样？自我安慰么？不还是中国人作的案？,0.9036531073832839,0,0
几千万光棍，国家在政策上必须有所调整，不能让他们有人从好人变成坏人。,0.9036322518672981,2,0
二楼这心理，觉得还很自豪？[狗],0.903370881720861,11,0
法国红酒回合肥飞鸿花海,0.9031270745252832,0,0
女生失联基本都是噩耗,0.9025931886537684,1,0
无知者无畏啊,0.9025362555200743,0,0
现在人性太压抑了，经济萧条以及又各种扫黄人们心中住着野兽何时爆发只是时间问题,0.9025034655509926,18,0
杭州警方和消防等救援力量，在灵隐派出所集结，依据线索制定计划后，冒雨在灵隐寺山林地带搜索，晚上十点半多，谭余敏在晚上被发现，发现时人已经没了。,0.9024235653568492,0,0
如果把广西人处理掉那我们的国家还是很安全的，可惜。。,0.9023812087122312,0,0
，，，，    他大爷        发生什么事竟然使他杀了人~~       没人性,0.9013147497133109,0,0
杀人偿命！,0.9011718062449608,0,0
杀人者偿命,0.9011718062449608,0,0
杀人者偿命,0.9011718062449608,0,0
杀人偿命,0.9011718062449608,1,0
广西人啊，到处都能看到你们的身影,0.900521832098326,0,0
没说东北，我在说苏北人，网易里有几个苏北人真是奇怪的物种，让人很不理解那种仇恨心理,0.9003026451490699,9,0
蔬菜,0.8999999999999999,0,0
内脏可在,0.8999999999999999,1,0
美貌和风险成正比！让她嘚瑟！,0.8998421109757386,0,1
3楼不要变，还是断发纹身的夷狄猴子呢！,0.8995220521031626,0,0
冲动犯罪,0.8990737866097775,1,0
哈哈哈，要不要血统来啊，没有血统的就来做奴隶，上个脚镣手铐啊,0.8989729349070816,0,0
杭州的治安不错的，发生这种事，痛心,0.8987994879493897,0,0
先赞一个,0.898792605511729,9,0
你他娘的还挺正直，一坨喷香的屎？,0.898640114156879,10,0
这些人怎么了？动不动奸杀？能否像原来一样来个严打这类犯罪？让这些犯罪人员无处藏身。,0.8984803492879038,0,0
太可惜了，多好的孩子，女孩儿们可一定要注意安全啊！！！,0.8981891859640588,0,0
太可惜了，多好的孩子，女孩儿们可一定要注意安全啊！！！,0.8981891859640588,0,0
西湖 怎么可能 [狗][狗],0.8979424326650988,0,0
畜生，抢劫或者强奸了给人留条命，至少被抓了也不会死刑，,0.8971021285974216,0,0
还有1000多个脑残赞他，真把自己“谋财不害命”当做君子之事了哈哈哈笑死我么,0.8970832460463813,3,0
她父母心是有多痛啊！！！,0.8968238158981124,9,0
瑞典人一样危险,0.8958801329646565,0,0
有前科光荣吗？,0.8948548853881196,0,0
只要钱到位了，可以做任何事[大笑]。不少人给你点赞啊。,0.8944852391144233,0,0
处处都要留意，01年我送女儿上大学，回家乘火车，车厢里有一些天津人在打扑克，再无其他人，我一个人坐在车厢中间，开车后，一个身穿迷彩服的人笑着出另一个车厢走来，坐到我的对面说一会儿睡一会儿吧，因为是夜行车，他在试探，我当即回答“我出门从不睡觉。”他抬起腿走了。,0.8938721766628436,0,0
一路走好！,0.8924013326623973,1,0
一路走好,0.8924013326623973,0,0
没毛病，思维要解放，针对行为的防范，不针对人群,0.8922764490946674,0,0
谁能虐浙江的我不关心，反正我去了几次云南就知道我随便能虐任何一个云南的，包括你,0.8917917701795092,0,0
女孩们，都保护好自己,0.8912922568437618,0,0
身在佛寺也不能大意，愿逝者安息。,0.8908675902208066,3,0
广西广西,0.890142453148024,0,0
广西人渣这么多,0.890142453148024,7,0
啊啊啊啊,0.890142453148024,0,0
[骷髅],0.890142453148024,0,0
喜羊羊灰太狼看多了,0.8898196754586922,0,0
送一楼去朝鲜,0.8890573387774494,0,0
我也觉得应该谨慎，害人之心不可有，防人之心不可无，生命只有一次的，不能给坏人有任何可乘之机，赢9千次算不了什么，赌输一次就是彻底玩完的,0.8887584792237506,0,0
广西不是省好吗？广西壮族自治区！一夜之间回到解放前。,0.8879901066384459,0,0
不要拉仇恨。。。,0.8876728596290031,1,0
浙江今年几个受瞩目的大命案，上次那个顺风车司机杀浙江女孩的。这次这个杀浙大毕业的女孩的。<br>凶手都是穷乡僻壤的穷屌丝。<br>可恶。🌚,0.8873074648787089,1,0
这个吹的有点大了啊，江浙地区主要是东晋南北朝后发展起来的，之前还是中原地区富庶,0.887071380082626,28,0
杀人犯逃犯最后不是都成了亿万富翁吗？,0.8861051773715515,1,0
女孩子可怜了，那人渣应该马上死刑,0.8859430982764294,0,0
二楼，我觉得你除了冷静可能还有个天生优势：外表安全,0.884355958092879,1,0
什么年代，还有这种思维方式。,0.8842626939861498,1601,9
生命,0.8842592592592592,0,0
你好像还很不以为然，只要不伤害生命，以前的做的错事都无所谓是吗？,0.8829128911629256,0,0
可怕的是还有2800个赞,0.88253514598738,0,0
这种问题不是个案了，整个社会需要反思，到底哪里出了问题？,0.8822012831052684,0,0
第一次看到把抢劫说的这么理所当然的。@网警,0.8821058054519204,0,0
诗与远方害死多少人,0.8812804721935699,3,0
事实证明，大部分案件都不是有前科的人犯的。一楼脑残货。,0.8807225075710622,8,0
你为钱犯罪你还没有伤害无辜？你以为肉体伤害才算伤害？你给我说说怎么为钱犯罪就能不伤害到别人？,0.8806244539213912,2,0
那是你长得安全[大笑][大笑][大笑],0.8803373906074162,1,0
真可惜啊，可怜天父母心啊！,0.8798719799538403,0,0
花季少女，高材生、死得真冤，可惜了。希望尽快查明真相,0.8798263139878333,2,0
1、此次负责警员破案效率之高，应予褒奖！ 2、年轻人，不要轻信某些人关于社会治安状况的虚妄之言。,0.879397945356081,0,0
快点出杀人动机结果，,0.8793350163956731,1,0
悲剧啊,0.8787878787878786,1,0
悲剧,0.8787878787878786,0,0
悲剧,0.8787878787878786,0,0
读了那么多年的书，可惜了。,0.8783136897192763,0,0
不是每次运气都是好的，女人还是要多注意周边环境，不管在哪里,0.877889074380777,2,0
恢复我大明时代,0.8776923365530387,1,0
心痛了,0.8772402627114074,1,0
唉！心痛,0.8772402627114074,0,0
有前科的易友真多啊,0.8765984567791328,0,0
可悲,0.875,9,0
人渣，凌迟,0.874857708426896,0,0
父母得多伤心,0.8747091002410883,0,0
手机在A处，人在悬崖下。凶案无疑,0.8742224775535976,143,2
亏你还是MIT的，这种六十年代的想法。,0.8731919492347928,14,0
嫌犯一定是中国人！,0.8728417604025838,0,0
很多年轻人都没有工作.....,0.8724731387959105,0,0
韩国前科会加电子脚链记录行踪,0.8721803878773297,0,0
要学会自己保护自己,0.8718320805413096,0,0
让更多的人吸取教训，以后有防范意识，人都死了，空喊道德口号，还有什么意义？,0.8713026103621966,0,0
为什么要害命？,0.8710051552184785,2,0
夜[大哭]不孤行,0.8708296944589263,0,0
优秀,0.8703703703703702,0,0
好好在英国呆着，就没事了。,0.8698955520680381,1,0
